query_id,question,category,topic,action,target_article,related_articles,gap_description,confidence,score
69021de2851f41faee585e02_2512,Was there a recent update to the system?,GENERAL,system updates information,doc_update,Recent system updates,How to bulk update employee data using import / export functionality; I'm getting an error message 'You are viewing the archives of a deactivated account' while accessing AttendanceBot in Slack. What should I do?; How do I change my credit card details?,The articles do not contain specific information about recent updates to the system.,high,2.4
6902156784ecbf202ec2b634_5147,can you say in at 9am even though you are starting work at 9:165am ,LEAVE,requesting time off,doc_update,How to request hourly or half day leave,How to request hourly or half day leave; How to apply for time off for half a day or few hours?,The articles do not provide specific guidance on requesting time off for starting work at a specific time when already scheduled to start later.,high,2.6
68ff9b37f362406b3fa55e4b_2766,please cancel trial,BILLING,Cancel AttendanceBot trial,doc_update,How to cancel / retract / rescind / delete a leave request,How long is my AttendanceBot trial?; How to cancel / retract / rescind / delete a leave request,Specific instructions on how to cancel the AttendanceBot trial are missing.,high,2.8
68ff9b37f362406b3fa55e4b_2766,please cancel trial,BILLING,Cancel AttendanceBot trial,doc_update,How to cancel / retract / rescind / delete a leave request,How long is my AttendanceBot trial?; How to cancel / retract / rescind / delete a leave request,Specific instructions on how to cancel the trial are missing from the retrieved articles.,high,2.8
68fcd18209540139ceed3292_594,How can I add it to the discord? Attendance Bot,SETUP,Adding AttendanceBot to Discord,doc_write,How to add AttendanceBot to Discord,How do I install AttendanceBot in Slack?,No articles retrieved contain information on adding AttendanceBot to Discord.,high,2.6
68f78b0fe175a096f9e20aa2_5398,"how do i turn off the daily ""check in"" feature",NOTIFICATIONS,turn off daily check in,doc_update,How to deactivate a user in AttendanceBot,How to deactivate a user in AttendanceBot; How do I uninstall AttendanceBot from Google Chat ?; How to inactivate users?,Specific instructions on turning off the daily 'check in' feature are missing.,high,2.4
68f7858b8908709420c60fd9_9699,if we cancel subscription before renewal will we receive a partial refund?,BILLING,Partial refund on cancellation,doc_update,Billing - how does adding or removing users affect my billing?,Billing - how does adding or removing users affect my billing?; Billing - can I get a discount as a non-profit organization using AttendanceBot?,"The articles do not specifically address partial refunds upon cancellation, leading to incomplete synthesis by RAG.",high,2.8
68f6fb0a3659a4b75daff70c_7910,I want to invite someone with different email he had before ,SETUP,Inviting users with new emails,doc_update,How do I invite new users on my team to start using AttendanceBot?,How do I invite new users on my team to start using AttendanceBot?; Adding New Users to Hangouts/Google Chat,The articles do not provide specific steps for inviting someone with a different email than before.,high,3.4
68f67a93cb8b06724e132f84_1977,how do i make attendance bot stop messaging me in teams.  ,NOTIFICATIONS,Stopping AttendanceBot messages,doc_update,How to deactivate a user in AttendanceBot,How to inactivate users?; How to deactivate a user in AttendanceBot,Specific instructions on stopping messages from AttendanceBot are missing.,high,3.0
68f668eccb8b06724e12f7bf_7221,How do I uninstall Attendance Bot in Microsoft Teams?,GENERAL,Uninstall Attendance Bot,doc_write,How to uninstall AttendanceBot from Microsoft Teams,How to uninstall AttendanceBot from Slack; How do I uninstall AttendanceBot from Google Chat?,No specific instructions for uninstalling AttendanceBot from Microsoft Teams were retrieved or synthesized.,high,2.6
68f668eccb8b06724e12f7bf_9764,Why do I have attendance bot installed on my micorsoft teams?,GENERAL,AttendanceBot installation reasons,doc_update,Why is AttendanceBot installed on Microsoft Teams?,I don't use Slack or Microsoft Teams. Can I still use AttendanceBot?; How do I install AttendanceBot in Slack?; How long is my AttendanceBot trial?,The articles do not provide specific reasons for AttendanceBot's installation on Microsoft Teams.,high,3.0
68f5ffab20bb8a7ce4fe4a89_2206,"Hi, we received a charge to our bank account from Aneak on the 12th September for 21.40 - account Sonia McEntee Solicitors.  I do not think we should have been charged or can you send me a copy of the invoice for this as we did not receive one",BILLING,Invoice request process,doc_update,Billing - how do I download past invoices or receipts?,Billing - how do I download past invoices or receipts?; Billing - can I get a discount as a non-profit organization using AttendanceBot?; Billing - how does adding or removing users affect my billing?,The articles do not provide a clear process for obtaining a specific invoice related to a charge dispute.,high,3.8
68f5ffab20bb8a7ce4fe4a89_2206,"Hi, we received a charge to our bank account from Aneak on the 12th September for 21.40 - account Sonia McEntee Solicitors.  I do not think we should have been charged or can you send me a copy of the invoice for this as we did not receive one",BILLING,Invoice request process,doc_update,Billing - how do I download past invoices or receipts?,Billing - how do I download past invoices or receipts?,The articles do not provide a clear process for logging a support ticket for invoice requests.,high,3.8
68f4a0d76b3bc8afcce46dce_1641,"I want to schedule a demo, but the Calendly keeps giving me an error.",INTEGRATIONS,Calendly error resolution,doc_write,How to troubleshoot Calendly errors,How to integrate calendars; How to integrate your calendar with AttendanceBot for Slack,No relevant articles retrieved that address Calendly error resolution.,high,2.4
68f24b81ab4b1bbff13f3969_5677,how to sync shift management and leaves,LEAVE,syncing shift management and leaves,doc_update,How to use shift management and create shifts for your team,How to use shift management and create shifts for your team; How to view my shifts and the shifts of my employees,The articles do not provide specific guidance on how to sync shift management with leave management.,high,2.6
68e82a2881a7e79dd7e3efdd_7710,"I like to invite someone who doesn't use our domain, since we're changing our domain. 

how can I do that?",SETUP,Inviting users outside domain,doc_update,How do I invite new users on my team to start using AttendanceBot?,How do I invite new users on my team to start using AttendanceBot?,The articles do not provide specific steps for inviting users outside the domain.,high,2.6
68e7e4b12c452e8ff221cb5e_6793,Chat with someone,GENERAL,Chat functionality inquiry,doc_update,How can I get help from AttendanceBot support?,How can I get help from AttendanceBot support?,The articles do not provide specific guidance on how to initiate a chat with someone.,high,2.4
68e7e4b12c452e8ff221cb5e_4114,"One of our admin members is not able to clock in and out. It shared we need to update time from 9/4/25. Everytime I click that day to update time it comes up with ""Server Error"". I have tried to do this throughout the month and it is the only day that won't work. Can you please advise as we need this employee to be able to use attendancebot. Thank you.",TIMESHEET,Updating attendance times,doc_update,How to edit or delete punch in and out times,How to edit or delete punch in and out times,The article does not provide troubleshooting steps for server errors when updating attendance.,high,3.8
68e7c2b4fdc62ac67734068e_5099,"We’ve been having some issues with AttendanceBot lately. Many team members are reporting that commands aren’t being registered correctly. When employees use the “in”, “lunch”, or “out” commands, AttendanceBot sometimes doesn’t register them. This has affected multiple team members and is causing discrepancies in the weekly hours reports. Could you please advise what might be causing these glitches and how we can resolve them? Thank you. ",GENERAL,AttendanceBot command issues,doc_update,Troubleshooting AttendanceBot command registration,What can a manager do in AttendanceBot?; How can I get help from AttendanceBot support?; How to setup lunch hours for your team,The articles do not provide specific troubleshooting steps or potential causes for command registration issues.,high,3.6
68e751372454c618f7be2f35_2657,what is subscription ?,BILLING,subscription definition,doc_write,What is a subscription?,Billing - how does adding or removing users affect my billing?; How do I change my credit card details?,The retrieved articles mention billing but do not define what a subscription is.,high,2.6
68e6c89bfdc62ac67730bda5_6251,"No, it's secret",LEAVE,leave privacy information,doc_update,How to enable and understand leave privacy and hidden leave types,How to enable and understand leave privacy and hidden leave types,The article does not provide specific guidance on how to maintain privacy for leave requests.,high,2.8
68e55b135c283254fed2d97c_7030,this site accept guest post article ?,GENERAL,guest post submissions,doc_write,Guest Post Submission Guidelines,,No articles provide information on guest post submissions.,high,2.8
69c9809b98f5801bc941df2e_1365,this was not very informative... can you expand this response?,GENERAL,Request for more information,doc_update,API Documentation,How to view overlapping leaves as an approving manager; How to bulk update employee data using import / export functionality,RAG failed to synthesize the information from retrieved articles to provide a comprehensive response.,high,2.6
69c97ac2e84270d447a8ef6e_9038,What are the common causes for incorrect attendance sync? I just need a quick checklist.,GENERAL,common causes for attendance sync,doc_update,Common causes for incorrect attendance sync,How do I find my missing employee profile on the dashboard?; What can a manager do in AttendanceBot?,RAG retrieved articles that mention attendance but did not synthesize or extract specific causes for incorrect sync.,high,2.4
69c95983e84270d447a857a3_3250,"If I export attendance data through the UI, what does the output look like? CSV, JSON? What columns are included?",REPORTS,Attendance data export format,doc_update,API Documentation,How to bulk update employee data using import / export functionality,The RAG system failed to extract specific details about the format and columns of the exported attendance data from the relevant documents.,high,2.8
69c4fd0968ed8e39445401b2_1477,who can set managers in Bluedrop medicla,MANAGER,Setting managers in Bluedrop Medicla,doc_update,How do I assign managers for my employees?,How do I assign managers for my employees?; How to Set Up a Delegate Manager in AttendanceBot; How do I add or change my approving manager?,RAG failed to synthesize the relevant information from the retrieved documents to provide a direct answer to the user's question.,high,2.6
69b3aeb7e5a17bc23e979b68_7852,do you provide screen recording for time tracking?,TIMESHEET,screen recording for time tracking,doc_update,How to track time in Slack using AttendanceBot,"How to track time spent on a project, task, or client; How to track time in Slack using AttendanceBot",RAG failed to extract specific information about screen recording from the relevant articles.,high,3.0
699f38b7a209351aa0ff3efb_3693,Does  this have paychex integration or exporting?,INTEGRATIONS,Paychex integration details,doc_update,Paychex integration with AttendanceBot,How to generate a payroll report in Slack with AttendanceBot; How to send hours to Gusto for payroll,RAG failed to extract specific information about Paychex integration from relevant documents.,high,2.8
697a12f56d7cdacd07f0fea6_5108,"Hello, I had a question about vacation logs",LEAVE,vacation logs inquiry,doc_update,How to download team vacation data and reporting,How to download team vacation data and reporting; How to apply for recurring leave or hybrid status; How to use and configure the AttendanceBot vacation calendar,RAG failed to synthesize the information from the retrieved articles into a direct response to the user's inquiry.,high,3.6
69731a239649f60003709c0e_437,demo i cant understand can give me detailed ,GENERAL,demo explanation request,doc_update,API Documentation,"How to track time spent on a project, task, or client; Time/Task tracking",The RAG system failed to synthesize the relevant information from the retrieved articles to provide a specific demo explanation.,high,3.8
696e515697aaa2d5046d72b1_9542,"On my quotas and balance page, is there a way to only see the active typles of leaves, or have the active types all at the top?",LEAVE,Filtering active leave types,doc_update,How to enable and understand leave privacy and hidden leave types,Checking Your Leave Balance; How to enable and understand leave privacy and hidden leave types,RAG failed to synthesize information from relevant articles that discuss filtering or ordering leave types.,high,3.4
695287eb96148f8989cddae7_995,is there gps tracking,GENERAL,GPS tracking capabilities,doc_update,"How to Configure Project, Client, and Task / Subproject Tracking in AttendanceBot","How to Configure Project, Client, and Task / Subproject Tracking in AttendanceBot; How to track time spent on a project, task, or client",RAG failed to extract specific information about GPS tracking from relevant documents.,high,2.8
6942ba9a5f274849a7ef6b5f_3206,What is the price of AttendanceBot?,BILLING,AttendanceBot pricing details,doc_update,How AttendanceBot calculates billing amount for billable clients,How AttendanceBot calculates billing amount for billable clients; Billing - can I get a discount as a non-profit organization using AttendanceBot?,RAG failed to extract specific pricing information from relevant documents.,high,3.6
693880e7a4cda539559b1ca6_1408,project tracking,GENERAL,project tracking details,doc_update,"How to Configure Project, Client, and Task / Subproject Tracking in AttendanceBot","How to Configure Project, Client, and Task / Subproject Tracking in AttendanceBot; How to track time spent on a project, task, or client",RAG failed to synthesize actionable steps or provide direct links to relevant articles.,high,4.2
692d644f6861f171e0f1fb86_8168,Me gustaría saber si es posible exportar el histórico de todos los timesheets. También me gustaría entender por qué no puedo hacer approval de timesheets antiguos que no había aprobado. Tengo un gap de junio a agosto en el cual no tengo timesheets para aprobar. ,TIMESHEET,Approval of historical timesheets,doc_update,How to approve the timesheets of my reportees,How to approve the timesheets of my reportees,The answer did not address the user's inability to approve timesheets from June to August and lacked specific guidance.,high,4.0
691e386e6581e6be4dc9ed9a_76,How to cancel account,GENERAL,Account cancellation process,doc_update,How to cancel / retract / rescind / delete a leave request,How to deactivate a user in AttendanceBot; How to change account admin,RAG retrieved articles that mention account management but failed to synthesize the relevant information on account cancellation.,high,2.8
691cd7992d249e9ec2f44878_8451,New employee ,GENERAL,Onboarding new employee,doc_update,How to onboard new employees effectively,How to use Slack onboarding functionality; How to create employee specific work schedules?; How do I invite new users on my team to start using AttendanceBot?,RAG failed to synthesize the information from the retrieved articles into a cohesive and actionable response.,high,4.2
6911dea2bc6296437c2d15ed_5190,how do I add a sick leave for a team member,LEAVE,Adding sick leave for team member,doc_update,How to add sick leave for a team member,How to upload medical certificates for sick time; How do I delete a leave applied by a member of my team?,"RAG retrieved articles that do not directly address the process of adding sick leave, and failed to synthesize relevant information effectively.",high,2.6
6902ec4bc86ac58da7db2c56_3781,how to uninstall?,GENERAL,Uninstall AttendanceBot,doc_update,How to uninstall AttendanceBot from Google Chat?,How to uninstall AttendanceBot from Google Chat?; How to uninstall AttendanceBot from Slack,RAG failed to synthesize specific uninstall steps from the retrieved articles.,high,4.4
68f04aa0fbecfd3415968f42_4537,can geolocation be captured at the same time when a user clocks in?,TIMESHEET,Geolocation during clock-in,doc_update,How to track time in Slack using AttendanceBot,How to track time in Slack using AttendanceBot,RAG retrieved relevant documents but failed to synthesize or extract specific information about geolocation capture during clock-in.,high,2.6
68efddb8057629807c520d99_4306,how to print my team's punch summary,REPORTS,punch summary generation,doc_update,How to view employee status on a dashboard or in Slack,How to view employee status on a dashboard or in Slack; How to edit or delete punch in and out times,RAG failed to extract the specific command needed to generate the punch summary report.,high,3.0
68eead7c632433342ddc7e7e_3841,giving designated lunch or breaks,GENERAL,designated lunch or breaks,doc_update,How do I apply for lunch or break with AttendanceBot in Slack?,How to setup lunch hours for your team; How do I apply for lunch or break with AttendanceBot in Slack?; How to announce in/out and breaks/lunch on a Slack channel,The answer did not address how to apply for breaks or lunches in Slack.,high,3.6
